id,course_id,question,answer,topic,category,level,status,evidence_count,evidence_1_video_id,evidence_1_video_url,evidence_1_start_timestamp,evidence_1_end_timestamp,evidence_1_score,evidence_2_video_id,evidence_2_video_url,evidence_2_start_timestamp,evidence_2_end_timestamp,evidence_2_score,evidence_3_video_id,evidence_3_video_url,evidence_3_start_timestamp,evidence_3_end_timestamp,evidence_3_score,evidence_4_video_id,evidence_4_video_url,evidence_4_start_timestamp,evidence_4_end_timestamp,evidence_4_score,evidence_5_video_id,evidence_5_video_url,evidence_5_start_timestamp,evidence_5_end_timestamp,evidence_5_score,evidence_6_video_id,evidence_6_video_url,evidence_6_start_timestamp,evidence_6_end_timestamp,evidence_6_score,evidence_7_video_id,evidence_7_video_url,evidence_7_start_timestamp,evidence_7_end_timestamp,evidence_7_score,evidence_8_video_id,evidence_8_video_url,evidence_8_start_timestamp,evidence_8_end_timestamp,evidence_8_score,note
q165,CS315,Ý nghĩa của bước hiệu chỉnh (chuẩn hóa) bias trong thuật toán tối ưu Adam ở các vòng lặp đầu tiên là gì?,"Hiệu chỉnh bias giúp lượng cập nhật trọng số ở các vòng lặp đầu tiên không quá nhỏ, đảm bảo hướng đi và tốc độ hội tụ ổn định ngay từ đầu.",Adam Optimizer,mechanism,medium,,3,3TT7y2Nz-vc,https://www.youtube.com/watch?v=3TT7y2Nz-vc,0:07:21,0:07:34,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:23:56,0:24:41,1,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:10:10,0:10:56,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q166,CS315,"Trong xử lý ảnh với mạng CNN, bước tiền xử lý chuẩn hóa dữ liệu ảnh đầu vào được thực hiện như thế nào?","Dữ liệu ảnh đầu vào (tập X_train và X_test) được chuẩn hóa bằng cách chia các giá trị pixel cho 255 để đưa về khoảng [0, 1].",CNN Tutorial,application,easy,,4,2NThga7SQ-I,https://www.youtube.com/watch?v=2NThga7SQ-I,0:05:02,0:05:10,3,yPzXzbEhUW0,https://www.youtube.com/watch?v=yPzXzbEhUW0,0:01:03,0:02:26,3,UPHRxByLZnU,https://www.youtube.com/watch?v=UPHRxByLZnU,0:09:51,0:10:40,3,YyTbZa-WmHY,https://www.youtube.com/watch?v=YyTbZa-WmHY,0:00:13,0:01:01,3,,,,,,,,,,,,,,,,,,,,,
q167,CS315,Learnable Query là gì và nó đóng vai trò gì trong việc tương tác giữa các loại Query?,"Learnable Query là một Tensor có thể huấn luyện, giúp tạo ra các Query từ các đối tượng trong ảnh và được nhân bản thành Object Query, Text Query và Visual Query để tương tác với các đặc trưng của ảnh.",Learnable Query,definition,medium,,3,088gBBCryJI,https://www.youtube.com/watch?v=088gBBCryJI,0:06:52,0:08:15,3,qV3LpPXdXCE,https://www.youtube.com/watch?v=qV3LpPXdXCE,0:07:39,0:09:09,3,uFYNI0yZYPo,https://www.youtube.com/watch?v=uFYNI0yZYPo,0:03:46,0:04:53,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q168,CS315,Ma trận đơn vị thường được sử dụng trong học máy để làm gì trong quá trình tối ưu hóa?,"Nó giúp cho ma trận trong quá trình tối ưu hóa tiến gần hơn đến ma trận đơn vị, nhằm giảm thiểu nhiễu và cải thiện độ chính xác của mô hình.",Ma trận đơn vị trong học máy,mechanism,medium,,2,1bO6WwfVibE,https://www.youtube.com/watch?v=1bO6WwfVibE,0:08:33,0:09:49,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:07:09,0:08:04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q169,CS315,"Trong mạng CNN, việc sử dụng Padding với giá trị 'same' có tác dụng gì đối với kích thước của ảnh đầu vào và đầu ra?","Sử dụng Padding với giá trị 'same' giúp giữ nguyên kích thước của ảnh đầu vào và đầu ra, tức là chiều cao và chiều rộng của ảnh không thay đổi sau khi thực hiện phép biến đổi Convolution.",Convolutional Neural Network,mechanism,medium,,4,2NThga7SQ-I,https://www.youtube.com/watch?v=2NThga7SQ-I,0:09:16,0:10:47,3,uhwita1uhlA,https://www.youtube.com/watch?v=uhwita1uhlA,0:14:22,0:15:19,3,KeNRQw9j_ps,https://www.youtube.com/watch?v=KeNRQw9j_ps,0:11:28,0:12:54,1,SKcHedTJIL0,https://www.youtube.com/watch?v=SKcHedTJIL0,0:14:27,0:15:23,3,,,,,,,,,,,,,,,,,,,,,
q170,CS315,Mô hình Transferable Visual Model có thể được áp dụng cho những bài toán nào trong thị giác máy tính?,"Mô hình này có thể được sử dụng cho phân loại hình ảnh, phân đoạn ngữ nghĩa và phát hiện đối tượng.",Transferable Visual Model,application,medium,,7,2s07XUliDHY,https://www.youtube.com/watch?v=2s07XUliDHY,0:10:27,0:11:37,3,qV3LpPXdXCE,https://www.youtube.com/watch?v=qV3LpPXdXCE,0:00:14,0:01:33,3,RU8d6QAuX0k,https://www.youtube.com/watch?v=RU8d6QAuX0k,0:04:57,0:06:06,3,FVLj-OJBLyI,https://www.youtube.com/watch?v=FVLj-OJBLyI,0:08:13,0:09:34,3,Til9AdPO7JE,https://www.youtube.com/watch?v=Til9AdPO7JE,0:00:00,0:00:47,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,1,TgONnvdebwU,https://www.youtube.com/watch?v=TgONnvdebwU,0:04:32,0:05:43,1,,,,,,
q171,CS315,Chuẩn hóa trong quá trình tối ưu hóa có ý nghĩa gì?,"Nó giúp điều chỉnh momentum để không quá nhỏ trong những giai đoạn đầu, đảm bảo hiệu quả khi cập nhật learning rate.",Chuẩn hóa trong tối ưu hóa,mechanism,medium,,4,3TT7y2Nz-vc,https://www.youtube.com/watch?v=3TT7y2Nz-vc,0:06:57,0:07:45,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:09:32,0:10:14,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:21:20,0:22:07,1,B_yXn7nINWM,https://www.youtube.com/watch?v=B_yXn7nINWM,0:07:40,0:08:46,3,,,,,,,,,,,,,,,,,,,,,
q172,CS315,Vai trò của thành phần chính quy hóa trong hàm lỗi là gì trong quá trình huấn luyện mô hình?,"Thành phần chính quy hóa giúp giảm thiểu độ phức tạp của mô hình, từ đó giảm thiểu hiện tượng overfitting và cải thiện khả năng tổng quát của mô hình.",Regularization,mechanism,medium,,4,5Wpw2EsSz40,https://www.youtube.com/watch?v=5Wpw2EsSz40,0:07:31,0:08:20,3,f_rMY30-bRQ,https://www.youtube.com/watch?v=f_rMY30-bRQ,0:02:49,0:03:47,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:13:58,0:14:43,1,ZO3SVFww3ZQ,https://www.youtube.com/watch?v=ZO3SVFww3ZQ,0:02:49,0:03:43,2,,,,,,,,,,,,,,,,,,,,,
q173,CS315,Mô hình latent diffusion thực hiện những bước nào trong không gian latent?,Mô hình này thực hiện các bước denoise và add noise trong không gian latent.,Latent Diffusion Models,mechanism,medium,,3,79WZow7G8fE,https://www.youtube.com/watch?v=79WZow7G8fE,0:03:32,0:04:28,3,iMfkIHkU6NM,https://www.youtube.com/watch?v=iMfkIHkU6NM,0:16:24,0:17:21,3,NJVpvCzceRk,https://www.youtube.com/watch?v=NJVpvCzceRk,0:00:14,0:01:08,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q174,CS315,"Số lượng tham số trong một phép convolution với 32 kênh đầu vào, 64 kênh đầu ra và kernel kích thước 3x3 là bao nhiêu?","Số lượng tham số sẽ là 32 * 3 * 3 * 64 + 64 = 18,496.",Số lượng tham số trong mạng nơ-ron tích chập.,mechanism,medium,,4,7SZcwTvSzO4,https://www.youtube.com/watch?v=7SZcwTvSzO4,0:09:21,0:10:03,3,MNHY9TA4fZs,https://www.youtube.com/watch?v=MNHY9TA4fZs,0:02:12,0:03:31,3,2NThga7SQ-I,https://www.youtube.com/watch?v=2NThga7SQ-I,0:08:20,0:09:43,2,KoBIBuqGb9A,https://www.youtube.com/watch?v=KoBIBuqGb9A,0:10:29,0:11:53,2,,,,,,,,,,,,,,,,,,,,,
q175,CS315,"Trong mô hình học máy dựa trên Gradient, tham số tối ưu của hàm mô hình được gọi là gì?",Tham số tối ưu được gọi là theta (θ).,Tham số tối ưu trong mô hình học máy,definition,easy,,5,80PUcgaI5Y0,https://www.youtube.com/watch?v=80PUcgaI5Y0,0:07:14,0:08:12,3,NEK5lIyST0M,https://www.youtube.com/watch?v=NEK5lIyST0M,0:06:05,0:06:57,3,FMhXMbROI-o,https://www.youtube.com/watch?v=FMhXMbROI-o,0:02:17,0:03:31,1,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:25:08,0:25:51,2,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:00:18,0:01:11,1,,,,,,,,,,,,,,,,
q176,CS315,Latent dimension trong Autoencoder có ảnh hưởng như thế nào đến việc tối ưu hóa mô hình?,"Latent dimension quyết định lượng thông tin được nén từ dữ liệu đầu vào, điều này ảnh hưởng đến khả năng tái tạo và học của mô hình.",Latent Dimension trong Autoencoder,mechanism,medium,,1,8a4DWVmabDg,https://www.youtube.com/watch?v=8a4DWVmabDg,0:09:59,0:11:22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q177,CS315,"Khi Delta được tăng lên trong một thuật toán tối ưu hóa, điều gì cần được điều chỉnh để duy trì sự cân bằng?",Alpha cần được giảm xuống.,Tham số trong thuật toán tối ưu hóa,mechanism,medium,,5,BTw0GqL0YK0,https://www.youtube.com/watch?v=BTw0GqL0YK0,0:06:42,0:07:57,3,wAAPpfRTckg,https://www.youtube.com/watch?v=wAAPpfRTckg,0:04:36,0:05:43,3,xgJniBOVdL8,https://www.youtube.com/watch?v=xgJniBOVdL8,0:03:33,0:04:46,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:23:56,0:24:41,1,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:05:45,0:06:40,1,,,,,,,,,,,,,,,,
q178,CS315,Tại sao việc sử dụng công thức chuẩn hóa lại quan trọng trong việc cập nhật learning rate?,"Việc sử dụng công thức chuẩn hóa giúp learning rate không quá nhỏ ở giai đoạn đầu, gần giống với đạo hàm, từ đó giúp quá trình học diễn ra hiệu quả hơn.",Cập nhật learning rate,mechanism,medium,,5,B_yXn7nINWM,https://www.youtube.com/watch?v=B_yXn7nINWM,0:07:40,0:08:46,3,VK2w0CO8t1M,https://www.youtube.com/watch?v=VK2w0CO8t1M,0:08:16,0:09:40,3,3TT7y2Nz-vc,https://www.youtube.com/watch?v=3TT7y2Nz-vc,0:06:57,0:07:45,3,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:10:09,0:11:02,2,NEK5lIyST0M,https://www.youtube.com/watch?v=NEK5lIyST0M,0:08:32,0:09:22,1,,,,,,,,,,,,,,,,
q179,CS315,"Trong Generative Adversarial Networks (GANs), mô hình nào có nhiệm vụ phân biệt giữa dữ liệu thật và dữ liệu giả?",Mô hình Discriminator.,Mô hình,definition,easy,,3,CLsUzFx203A,https://www.youtube.com/watch?v=CLsUzFx203A,0:05:12,0:06:18,3,fiDM76zR6UY,https://www.youtube.com/watch?v=fiDM76zR6UY,0:00:57,0:02:03,3,N6F7elExenE,https://www.youtube.com/watch?v=N6F7elExenE,0:04:01,0:05:17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q180,CS315,Batch gradient descent có những ưu điểm và nhược điểm gì so với các phương pháp huấn luyện khác?,"Batch gradient descent tính toán trên toàn bộ mẫu dữ liệu, vì vậy chi phí tính toán của nó khá cao.",Ưu nhược điểm của các phương pháp huấn luyện.,comparison,Medium,,6,CtOfKuiy_uc,https://www.youtube.com/watch?v=CtOfKuiy_uc,0:06:03,0:07:00,3,80PUcgaI5Y0,https://www.youtube.com/watch?v=80PUcgaI5Y0,0:10:55,0:11:59,3,QZrUqMbEY8Q,https://www.youtube.com/watch?v=QZrUqMbEY8Q,0:14:07,0:15:04,3,HWWlm40wQ-s,https://www.youtube.com/watch?v=HWWlm40wQ-s,0:07:23,0:08:31,3,JSVPNZhpf2g,https://www.youtube.com/watch?v=JSVPNZhpf2g,0:04:58,0:05:56,2,NEK5lIyST0M,https://www.youtube.com/watch?v=NEK5lIyST0M,0:08:32,0:09:22,1,,,,,,,,,,,
q181,CS315,Mô hình ngôn ngữ thị giác là gì và nó giúp kết hợp văn bản với hình ảnh như thế nào?,"Mô hình ngôn ngữ thị giác là một mô hình cho phép kết hợp văn bản và hình ảnh, giúp tạo ra hình ảnh hoặc tương tác với hình ảnh, rất quan trọng trong các ứng dụng đa phương thức.",Mô hình ngôn ngữ thị giác,definition,medium,,5,CYB6T-bfSCg,https://www.youtube.com/watch?v=CYB6T-bfSCg,0:01:09,0:02:11,3,zbR5lDFTKTM,https://www.youtube.com/watch?v=zbR5lDFTKTM,0:18:36,0:19:30,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,3,2s07XUliDHY,https://www.youtube.com/watch?v=2s07XUliDHY,0:05:44,0:06:42,3,uFYNI0yZYPo,https://www.youtube.com/watch?v=uFYNI0yZYPo,0:01:49,0:03:02,2,,,,,,,,,,,,,,,,
q182,CS315,Hàm get_weights trong mạng neural network khác gì so với trong linear regression?,"Trong mạng neural network, hàm get_weights cần truyền thêm chỉ số của layer để quan sát tham số của layer đó.",Cài đặt thuật toán trong mạng neural network,mechanism,medium,,3,Ds8mbsbarxs,https://www.youtube.com/watch?v=Ds8mbsbarxs,0:03:18,0:04:20,3,DGNdZGdwihs,https://www.youtube.com/watch?v=DGNdZGdwihs,0:03:35,0:05:06,3,lO0rvNo-49s,https://www.youtube.com/watch?v=lO0rvNo-49s,0:01:30,0:02:42,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q183,CS315,Giá trị tối đa của đạo hàm hàm sigmoid là bao nhiêu?,Giá trị tối đa của đạo hàm hàm sigmoid là 0.25.,Đạo hàm của hàm sigmoid,definition,medium,,2,DSmR6JSwx5I,https://www.youtube.com/watch?v=DSmR6JSwx5I,0:05:19,0:06:28,3,5MgxCUTD9I4,https://www.youtube.com/watch?v=5MgxCUTD9I4,0:01:07,0:01:59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q184,CS315,Khi nào thì thuật toán Gradient Descent dừng lại?,"Thuật toán dừng lại khi giá trị tuyệt đối của đạo hàm gần bằng 0, tức là khi nó tiến về điểm cực tiểu.",Điều kiện dừng trong Gradient Descent,mechanism,medium,,5,FCZXP4oCiFc,https://www.youtube.com/watch?v=FCZXP4oCiFc,0:05:13,0:06:20,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:22:37,0:23:28,3,6VIywjiErJs,https://www.youtube.com/watch?v=6VIywjiErJs,0:04:57,0:05:51,2,xgJniBOVdL8,https://www.youtube.com/watch?v=xgJniBOVdL8,0:12:39,0:14:00,1,JqHpAp-xdu0,https://www.youtube.com/watch?v=JqHpAp-xdu0,0:00:54,0:02:03,3,,,,,,,,,,,,,,,,
q185,CS315,Discriminator trong GAN có vai trò gì trong việc phân loại ảnh?,Discriminator có nhiệm vụ phân loại ảnh thật và ảnh giả.,vai trò của Discriminator trong GAN,mechanism,medium,,4,fiDM76zR6UY,https://www.youtube.com/watch?v=fiDM76zR6UY,0:07:48,0:08:55,3,CLsUzFx203A,https://www.youtube.com/watch?v=CLsUzFx203A,0:06:10,0:07:14,3,RVj2LTBd7IU,https://www.youtube.com/watch?v=RVj2LTBd7IU,0:13:11,0:14:32,3,N6F7elExenE,https://www.youtube.com/watch?v=N6F7elExenE,0:04:01,0:05:17,2,,,,,,,,,,,,,,,,,,,,,
q186,CS315,Vấn đề Vanishing Gradient xảy ra khi nào trong quá trình tối ưu hóa mô hình học sâu?,"Khi có nhiều hàm lặp đi lặp lại và giá trị đạo hàm nhỏ hơn 1, dẫn đến đạo hàm tiến về 0.",Vanishing Gradient,mechanism,medium,,7,FMhXMbROI-o,https://www.youtube.com/watch?v=FMhXMbROI-o,0:05:50,0:06:57,3,iQqNUKgIZpc,https://www.youtube.com/watch?v=iQqNUKgIZpc,0:00:14,0:01:22,3,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:10:49,0:12:01,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:24:29,0:25:13,1,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:07:02,0:07:41,1,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:10:10,0:10:56,1,6VIywjiErJs,https://www.youtube.com/watch?v=6VIywjiErJs,0:04:57,0:05:51,3,,,,,,
q187,CS315,Việc so sánh giữa hình ảnh và văn bản trong mô hình học máy thể hiện điều gì?,Nó thể hiện sự tổng hợp thông tin từ cả hai nguồn.,So sánh giữa hình ảnh và văn bản,comparison,medium,,4,FVLj-OJBLyI,https://www.youtube.com/watch?v=FVLj-OJBLyI,0:06:11,0:06:45,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,3,F_EdKKp8Rb4,https://www.youtube.com/watch?v=F_EdKKp8Rb4,0:00:50,0:01:46,1,it7jk54r_N8,https://www.youtube.com/watch?v=it7jk54r_N8,0:03:12,0:03:56,2,,,,,,,,,,,,,,,,,,,,,
q188,CS315,Binary cross entropy có vai trò gì trong hồi quy logistic?,"Nó giúp khuếch đại sai số khi giá trị thực tế và giá trị dự đoán khác nhau, và nếu dự đoán đúng, sai số sẽ bằng 0.",Công thức binary cross entropy,mechanism,medium,,4,GRB4B1tWnEo,https://www.youtube.com/watch?v=GRB4B1tWnEo,0:03:37,0:04:55,3,oxjqoqQ79O4,https://www.youtube.com/watch?v=oxjqoqQ79O4,0:07:57,0:09:01,3,UCmTraNX7QA,https://www.youtube.com/watch?v=UCmTraNX7QA,0:04:10,0:05:15,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:02:16,0:03:25,2,,,,,,,,,,,,,,,,,,,,,
q189,CS315,"Khi một mạng neural network có số chiều của hidden layer bằng số chiều của input, số lượng neuron tối đa có thể là bao nhiêu?",Có thể có 40 nghìn neuron.,Neural Network Architecture,definition,medium,,6,HKbzvh4rDw0,https://www.youtube.com/watch?v=HKbzvh4rDw0,0:06:28,0:07:17,3,q3oZyk3l8EU,https://www.youtube.com/watch?v=q3oZyk3l8EU,0:03:19,0:04:33,3,xD-o-30NeBA,https://www.youtube.com/watch?v=xD-o-30NeBA,0:02:59,0:03:48,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:08:46,0:09:51,1,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:18:59,0:19:53,2,7w5EiDHtIII,https://www.youtube.com/watch?v=7w5EiDHtIII,0:05:28,0:06:30,2,,,,,,,,,,,
q190,CS315,KL divergence được định nghĩa như thế nào và có ý nghĩa gì trong việc so sánh hai phân bố xác suất?,"KL divergence là một khoảng cách giữa hai phân bố xác suất P data và P theta, với mục tiêu là làm cho P theta tiến gần hơn đến P data.",Định nghĩa và ý nghĩa của KL divergence,definition,medium,,4,Hrmm1B6sR8g,https://www.youtube.com/watch?v=Hrmm1B6sR8g,0:07:42,0:08:49,3,qCEs0PIGwek,https://www.youtube.com/watch?v=qCEs0PIGwek,0:00:14,0:01:16,3,ZMtZ2jeujIU,https://www.youtube.com/watch?v=ZMtZ2jeujIU,0:03:11,0:05:19,3,CLsUzFx203A,https://www.youtube.com/watch?v=CLsUzFx203A,0:09:20,0:10:27,1,,,,,,,,,,,,,,,,,,,,,
q191,CS315,Mô hình tạo sinh giúp gì trong việc tăng cường dữ liệu và giảm hiện tượng overfitting khi huấn luyện mô hình?,"Mô hình tạo sinh giúp tự động tăng cường dữ liệu, từ đó giảm thiểu hiện tượng overfitting trong quá trình huấn luyện mô hình.",Vai trò của mô hình tạo sinh.,mechanism,medium,,5,hrxNKadDpw4,https://www.youtube.com/watch?v=hrxNKadDpw4,0:09:33,0:10:18,3,KoBIBuqGb9A,https://www.youtube.com/watch?v=KoBIBuqGb9A,0:05:24,0:06:42,3,Kih2WcksxyM,https://www.youtube.com/watch?v=Kih2WcksxyM,0:03:11,0:04:09,3,SINj0Z-2acc,https://www.youtube.com/watch?v=SINj0Z-2acc,0:02:10,0:03:07,2,8b8OKHIktqI,https://www.youtube.com/watch?v=8b8OKHIktqI,0:12:32,0:13:47,1,,,,,,,,,,,,,,,,
q192,CS315,Sự khác biệt chính giữa Stochastic Gradient Descent và Batch Gradient Descent là gì?,"SGD tối ưu cho một mẫu dữ liệu ngẫu nhiên tại một thời điểm, trong khi BGD tối ưu cho toàn bộ dữ liệu, dẫn đến việc BGD hội tụ nhanh hơn và trơn tru hơn.",Gradient Descent,comparison,medium,,4,HWWlm40wQ-s,https://www.youtube.com/watch?v=HWWlm40wQ-s,0:07:23,0:08:31,3,JSVPNZhpf2g,https://www.youtube.com/watch?v=JSVPNZhpf2g,0:03:30,0:04:25,3,CtOfKuiy_uc,https://www.youtube.com/watch?v=CtOfKuiy_uc,0:06:47,0:07:42,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:06:34,0:07:21,1,,,,,,,,,,,,,,,,,,,,,
q193,CS315,"Tại sao theo thời gian, mô hình lại trở nên khó hội tụ hơn?","Điều này xảy ra vì đạo hàm của hàm f sẽ tiến về không, khiến cho mô hình khó hội tụ.",Hội tụ của mô hình,mechanism,medium,,4,iQqNUKgIZpc,https://www.youtube.com/watch?v=iQqNUKgIZpc,0:07:18,0:08:21,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:10:10,0:10:56,2,xgJniBOVdL8,https://www.youtube.com/watch?v=xgJniBOVdL8,0:04:26,0:05:48,1,JqHpAp-xdu0,https://www.youtube.com/watch?v=JqHpAp-xdu0,0:12:19,0:13:32,1,,,,,,,,,,,,,,,,,,,,,
q194,CS315,Tại sao việc chia dữ liệu thành các batch lại quan trọng trong huấn luyện mô hình?,Chia dữ liệu thành các batch giúp cải thiện tính ngẫu nhiên và hiệu suất trong quá trình huấn luyện.,Mini-batch Gradient Descent,mechanism,medium,,2,JSVPNZhpf2g,https://www.youtube.com/watch?v=JSVPNZhpf2g,0:04:58,0:05:56,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:13:58,0:14:43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q195,CS315,Feature map bảo tồn yếu tố không gian như thế nào?,"Feature map bảo tồn yếu tố không gian, có nghĩa là nếu một đối tượng nằm bên tay trái, thì feature map tương ứng cũng sẽ nằm bên tay trái.",Tính chất của feature map,definition,medium,,2,Kih2WcksxyM,https://www.youtube.com/watch?v=Kih2WcksxyM,0:06:50,0:07:50,3,gmQTGRTHH2o,https://www.youtube.com/watch?v=gmQTGRTHH2o,0:00:00,0:01:07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q196,CS315,Tại sao các thành phần phi tuyến lại quan trọng trong mạng Neural Network?,"Các thành phần phi tuyến quan trọng vì chúng giúp mô hình không bị giới hạn trong việc học các mối quan hệ phi tuyến tính, mà nếu chỉ sử dụng các lớp tuyến tính, mô hình sẽ chỉ tạo ra tổ hợp tuyến tính.",Mạng Neural Network,mechanism,medium,,4,lO0rvNo-49s,https://www.youtube.com/watch?v=lO0rvNo-49s,0:02:32,0:03:41,3,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:08:58,0:10:14,3,zTEi9Q92mdg,https://www.youtube.com/watch?v=zTEi9Q92mdg,0:02:43,0:03:32,2,vqDSl2cle2o,https://www.youtube.com/watch?v=vqDSl2cle2o,0:23:42,0:25:11,3,,,,,,,,,,,,,,,,,,,,,
q197,CS315,Công thức Softmax được định nghĩa ra sao?,"Công thức Softmax là e^zi chia cho tổng của e^zk, với k chạy từ 1 đến tổng số lớp.",Công thức Softmax,definition,medium,,3,m19884tczqs,https://www.youtube.com/watch?v=m19884tczqs,0:02:50,0:04:09,3,G4lcEPrfETo,https://www.youtube.com/watch?v=G4lcEPrfETo,0:06:11,0:07:15,3,aXB_C9IAyMg,https://www.youtube.com/watch?v=aXB_C9IAyMg,0:08:35,0:09:47,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q198,CS315,Thành phần nào là cần thiết để tái tạo lại dữ liệu gốc từ không gian tiềm ẩn?,Cần có thành phần tái tạo để tái tạo lại dữ liệu gốc từ không gian tiềm ẩn.,Tái tạo dữ liệu,mechanism,medium,,6,mrI-KCWTr2I,https://www.youtube.com/watch?v=mrI-KCWTr2I,0:03:43,0:04:42,3,-2bJ_8EO9ZE,https://www.youtube.com/watch?v=-2bJ_8EO9ZE,0:12:34,0:13:31,3,peYaH97QeEw,https://www.youtube.com/watch?v=peYaH97QeEw,0:00:14,0:01:20,3,RVj2LTBd7IU,https://www.youtube.com/watch?v=RVj2LTBd7IU,0:11:20,0:12:38,3,8a4DWVmabDg,https://www.youtube.com/watch?v=8a4DWVmabDg,0:09:59,0:11:22,1,ZMtZ2jeujIU,https://www.youtube.com/watch?v=ZMtZ2jeujIU,0:03:11,0:05:19,2,,,,,,,,,,,
q199,CS315,Tại sao cần huấn luyện mô hình phân loại D trước khi huấn luyện mô hình sinh G trong quá trình huấn luyện GAN?,"Mô hình D cần được huấn luyện trước để tối đa hóa kỳ vọng, sau đó G sẽ được huấn luyện để tối thiểu hóa giá trị này.",Huấn luyện GAN,mechanism,medium,,5,N6F7elExenE,https://www.youtube.com/watch?v=N6F7elExenE,0:05:57,0:07:01,3,fiDM76zR6UY,https://www.youtube.com/watch?v=fiDM76zR6UY,0:13:28,0:14:30,3,KJJ6eFW1nV0,https://www.youtube.com/watch?v=KJJ6eFW1nV0,0:04:20,0:05:16,1,6VIywjiErJs,https://www.youtube.com/watch?v=6VIywjiErJs,0:00:14,0:01:50,1,NEK5lIyST0M,https://www.youtube.com/watch?v=NEK5lIyST0M,0:10:00,0:11:15,2,,,,,,,,,,,,,,,,
q200,CS315,"Để một mô hình có khả năng tính đạo hàm, điều gì là cần thiết trong thiết kế của nó?",Mô hình cần phải đảm bảo rằng các hàm trong mô hình là khả vi.,Khả năng tính đạo hàm trong mô hình,mechanism,medium,,3,NEK5lIyST0M,https://www.youtube.com/watch?v=NEK5lIyST0M,0:08:32,0:09:22,3,FMhXMbROI-o,https://www.youtube.com/watch?v=FMhXMbROI-o,0:10:40,0:11:42,3,zuBsXtdWlyQ,https://www.youtube.com/watch?v=zuBsXtdWlyQ,0:00:49,0:01:46,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q201,CS315,"Trong mô hình khuếch tán, biến epsilon có vai trò gì trong việc xác định phân bố của các biến ngẫu nhiên?","Epsilon là một biến theo phân bố chuẩn, ảnh hưởng đến các biến ngẫu nhiên trong mô hình khuếch tán.",Vai trò của biến ngẫu nhiên trong mô hình khuếch tán.,definition,medium,,3,NJVpvCzceRk,https://www.youtube.com/watch?v=NJVpvCzceRk,0:09:26,0:10:44,3,-2bJ_8EO9ZE,https://www.youtube.com/watch?v=-2bJ_8EO9ZE,0:04:55,0:06:08,3,peYaH97QeEw,https://www.youtube.com/watch?v=peYaH97QeEw,0:07:55,0:08:48,1,,,,,,,,,,,,,,,,,,,,,,,,,,
